Song,Date,Total Number of Plays for Date
Netherlands Antilles,2020-01-18,3244
Netherlands Antilles,2020-01-19,3856
Netherlands Antilles,2020-01-20,4380
Netherlands Antilles,2020-01-21,2834
Netherlands Antilles,2020-01-22,3324
Netherlands Antilles,2020-01-23,3141
Netherlands Antilles,2020-01-24,3552
Netherlands Antilles,2020-01-25,2933
Netherlands Antilles,2020-01-26,4363
Netherlands Antilles,2020-01-27,3006
Netherlands Antilles,2020-01-28,2061
Netherlands Antilles,2020-01-29,1440
Netherlands Antilles,2020-01-30,5228
Netherlands Antilles,2020-01-31,2226
New Caledonia,2019-12-31,1613
New Caledonia,2020-01-01,1904
New Caledonia,2020-01-02,2835
New Caledonia,2020-01-03,2473
New Caledonia,2020-01-04,4563
New Caledonia,2020-01-05,3022
New Caledonia,2020-01-06,4799
New Caledonia,2020-01-07,2781
New Caledonia,2020-01-08,1916
New Caledonia,2020-01-09,4008
New Caledonia,2020-01-10,3802
New Caledonia,2020-01-11,2132
New Caledonia,2020-01-12,3736
New Caledonia,2020-01-13,4901
New Caledonia,2020-01-14,4160
New Caledonia,2020-01-15,4239
New Caledonia,2020-01-16,1527
New Caledonia,2020-01-17,3282
New Caledonia,2020-01-18,1754
New Caledonia,2020-01-19,3977
New Caledonia,2020-01-20,1954
New Caledonia,2020-01-21,1504
New Caledonia,2020-01-22,5284
New Caledonia,2020-01-23,3021
New Caledonia,2020-01-24,3729
New Caledonia,2020-01-25,2539
New Caledonia,2020-01-26,4147
New Caledonia,2020-01-27,1899
New Caledonia,2020-01-28,3213
New Caledonia,2020-01-29,3084
New Caledonia,2020-01-30,3378
New Caledonia,2020-01-31,1880
New Zealand,2019-12-31,453
New Zealand,2020-01-01,3370
New Zealand,2020-01-02,5288
New Zealand,2020-01-03,1800
New Zealand,2020-01-04,4268
New Zealand,2020-01-05,5573
New Zealand,2020-01-06,2797
New Zealand,2020-01-07,4203
New Zealand,2020-01-08,2313
New Zealand,2020-01-09,1771
New Zealand,2020-01-10,2947
New Zealand,2020-01-11,3458
New Zealand,2020-01-12,3226
New Zealand,2020-01-13,2759
New Zealand,2020-01-14,2363
New Zealand,2020-01-15,3967
New Zealand,2020-01-16,3205
New Zealand,2020-01-17,3047
New Zealand,2020-01-18,3074
New Zealand,2020-01-19,4733
New Zealand,2020-01-20,3099
New Zealand,2020-01-21,4318
New Zealand,2020-01-22,2175
New Zealand,2020-01-23,3580
New Zealand,2020-01-24,2435
New Zealand,2020-01-25,3507
New Zealand,2020-01-26,3670
New Zealand,2020-01-27,4214
New Zealand,2020-01-28,2622
New Zealand,2020-01-29,3231
New Zealand,2020-01-30,5168
New Zealand,2020-01-31,1784
Nicaragua,2019-12-31,326
Nicaragua,2020-01-01,2240
Nicaragua,2020-01-02,4334
Nicaragua,2020-01-03,2611
Nicaragua,2020-01-04,3959
Nicaragua,2020-01-05,3106
Nicaragua,2020-01-06,3093
Nicaragua,2020-01-07,4027
Nicaragua,2020-01-08,2646
Nicaragua,2020-01-09,2211
Nicaragua,2020-01-10,3639
Nicaragua,2020-01-11,3789
Nicaragua,2020-01-12,2683
Nicaragua,2020-01-13,2696
Nicaragua,2020-01-14,1979
Nicaragua,2020-01-15,2067
Nicaragua,2020-01-16,3140
Nicaragua,2020-01-17,5017
Nicaragua,2020-01-18,4951
Nicaragua,2020-01-19,4156
Nicaragua,2020-01-20,5357
Nicaragua,2020-01-21,4121
Nicaragua,2020-01-22,3232
Nicaragua,2020-01-23,3431
Nicaragua,2020-01-24,3525
Nicaragua,2020-01-25,2938
Nicaragua,2020-01-26,3445
Nicaragua,2020-01-27,4034
Nicaragua,2020-01-28,3310
Nicaragua,2020-01-29,4566
Nicaragua,2020-01-30,3768
Nicaragua,2020-01-31,4393
Niger,2019-12-31,938
Niger,2020-01-01,2673
Niger,2020-01-02,3590
Niger,2020-01-03,3791
Niger,2020-01-04,2334
Niger,2020-01-05,4509
Niger,2020-01-06,881
Niger,2020-01-07,2336
Niger,2020-01-08,3485
Niger,2020-01-09,3122
Niger,2020-01-10,3862
Niger,2020-01-11,5343
Niger,2020-01-12,3335
Niger,2020-01-13,4806
Niger,2020-01-14,3257
Niger,2020-01-15,3028
Niger,2020-01-16,3537
Niger,2020-01-17,2613
Niger,2020-01-18,3762
Niger,2020-01-19,2314
Niger,2020-01-20,4202
Niger,2020-01-21,2861
Niger,2020-01-22,3162
Niger,2020-01-23,3027
Niger,2020-01-24,902
Niger,2020-01-25,4861
Niger,2020-01-26,4515
Niger,2020-01-27,4502
Niger,2020-01-28,2910
Niger,2020-01-29,3670
Niger,2020-01-30,2340
Niger,2020-01-31,1702
Nigeria,2019-12-31,902
Nigeria,2020-01-01,4038
Nigeria,2020-01-02,3316
Nigeria,2020-01-03,5703
Nigeria,2020-01-04,2669
Nigeria,2020-01-05,3446
Nigeria,2020-01-06,2410
Nigeria,2020-01-07,4570
Nigeria,2020-01-08,3998
Nigeria,2020-01-09,3698
Nigeria,2020-01-10,2693
Nigeria,2020-01-11,4972
Nigeria,2020-01-12,3823
Nigeria,2020-01-13,3467
Nigeria,2020-01-14,3862
Nigeria,2020-01-15,3692
Nigeria,2020-01-16,3394
Nigeria,2020-01-17,2219
Nigeria,2020-01-18,2940
Nigeria,2020-01-19,3192
Nigeria,2020-01-20,2299
Nigeria,2020-01-21,2530
Nigeria,2020-01-22,3335
Nigeria,2020-01-23,3473
Nigeria,2020-01-24,2306
Nigeria,2020-01-25,2791
Nigeria,2020-01-26,2932
Nigeria,2020-01-27,4216
Nigeria,2020-01-28,5096
Nigeria,2020-01-29,4939
Nigeria,2020-01-30,4862
Nigeria,2020-01-31,4211
Niue,2020-01-01,1755
Niue,2020-01-02,2561
Niue,2020-01-03,1673
Niue,2020-01-04,2841
Niue,2020-01-05,3506
Niue,2020-01-06,2602
Niue,2020-01-07,2290
Niue,2020-01-08,3715
Niue,2020-01-09,3696
Niue,2020-01-10,3853
Niue,2020-01-11,4174
Niue,2020-01-12,4278
Niue,2020-01-13,5552
Niue,2020-01-14,3593
Niue,2020-01-15,5006
Niue,2020-01-16,3855
Niue,2020-01-17,1774
Niue,2020-01-18,1693
Niue,2020-01-19,4647
Niue,2020-01-20,4592
Niue,2020-01-21,3241
Niue,2020-01-22,2358
Niue,2020-01-23,3514
Niue,2020-01-24,1913
Niue,2020-01-25,4556
Niue,2020-01-26,4889
Niue,2020-01-27,3149
Niue,2020-01-28,3220
Niue,2020-01-29,3178
Niue,2020-01-30,4712
Niue,2020-01-31,2510
Norfolk Island,2019-12-31,491
Norfolk Island,2020-01-01,4718
Norfolk Island,2020-01-02,2262
Norfolk Island,2020-01-03,2253
Norfolk Island,2020-01-04,4300
Norfolk Island,2020-01-05,5701
Norfolk Island,2020-01-06,3321
Norfolk Island,2020-01-07,4179
Norfolk Island,2020-01-08,1778
Norfolk Island,2020-01-09,2881
Norfolk Island,2020-01-10,1858
Norfolk Island,2020-01-11,3748
Norfolk Island,2020-01-12,3947
Norfolk Island,2020-01-13,1645
Norfolk Island,2020-01-14,3155
Norfolk Island,2020-01-15,2624
Norfolk Island,2020-01-16,3652
Norfolk Island,2020-01-17,2078
Norfolk Island,2020-01-18,4421
Norfolk Island,2020-01-19,1824
Norfolk Island,2020-01-20,3957
Norfolk Island,2020-01-21,4423
Norfolk Island,2020-01-22,4770
Norfolk Island,2020-01-23,3452
Norfolk Island,2020-01-24,2218
Norfolk Island,2020-01-25,2737
Norfolk Island,2020-01-26,3930
Norfolk Island,2020-01-27,3054
Norfolk Island,2020-01-28,3330
Norfolk Island,2020-01-29,4101
Norfolk Island,2020-01-30,3962
Norfolk Island,2020-01-31,2776
Northern Mariana Islands,2019-12-31,760
Northern Mariana Islands,2020-01-01,2531
Northern Mariana Islands,2020-01-02,3443
Northern Mariana Islands,2020-01-03,2974
Northern Mariana Islands,2020-01-04,2422
Northern Mariana Islands,2020-01-05,3900
Northern Mariana Islands,2020-01-06,3247
Northern Mariana Islands,2020-01-07,4602
Northern Mariana Islands,2020-01-08,3492
Northern Mariana Islands,2020-01-09,4763
Northern Mariana Islands,2020-01-10,3647
Northern Mariana Islands,2020-01-11,2144
Northern Mariana Islands,2020-01-12,3275
Northern Mariana Islands,2020-01-13,3746
Northern Mariana Islands,2020-01-14,4845
Northern Mariana Islands,2020-01-15,2843
Northern Mariana Islands,2020-01-16,2490
Northern Mariana Islands,2020-01-17,3787
Northern Mariana Islands,2020-01-18,3515
Northern Mariana Islands,2020-01-19,2386
Northern Mariana Islands,2020-01-20,2772
Northern Mariana Islands,2020-01-21,3174
Northern Mariana Islands,2020-01-22,3600
Northern Mariana Islands,2020-01-23,3394
Northern Mariana Islands,2020-01-24,2930
Northern Mariana Islands,2020-01-25,4802
Northern Mariana Islands,2020-01-26,2510
Northern Mariana Islands,2020-01-27,3332
Northern Mariana Islands,2020-01-28,2273
Northern Mariana Islands,2020-01-29,3170
Northern Mariana Islands,2020-01-30,4428
Northern Mariana Islands,2020-01-31,3047
Norway,2020-01-01,4502
Norway,2020-01-02,2969
Norway,2020-01-03,995
Norway,2020-01-04,2947
Norway,2020-01-05,4879
Norway,2020-01-06,4559
Norway,2020-01-07,3489
Norway,2020-01-08,1762
Norway,2020-01-09,2358
Norway,2020-01-10,2188
Norway,2020-01-11,4119
Norway,2020-01-12,3175
Norway,2020-01-13,2016
Norway,2020-01-14,4831
Norway,2020-01-15,2553
Norway,2020-01-16,5411
Norway,2020-01-17,3151
Norway,2020-01-18,4634
Norway,2020-01-19,2670
Norway,2020-01-20,3025
Norway,2020-01-21,3962
Norway,2020-01-22,2495
Norway,2020-01-23,5118
Norway,2020-01-24,2808
Norway,2020-01-25,1652
Norway,2020-01-26,5165
Norway,2020-01-27,2457
Norway,2020-01-28,4705
Norway,2020-01-29,7343
Norway,2020-01-30,2869
Norway,2020-01-31,2416
Oman,2020-01-01,3580
Oman,2020-01-02,3314
Oman,2020-01-03,4091
Oman,2020-01-04,4608
Oman,2020-01-05,2325
Oman,2020-01-06,4862
Oman,2020-01-07,3330
Oman,2020-01-08,3690
Oman,2020-01-09,2777
Oman,2020-01-10,2005
Oman,2020-01-11,2968
Oman,2020-01-12,3910
Oman,2020-01-13,5044
Oman,2020-01-14,4608
Oman,2020-01-15,992
Oman,2020-01-16,2307
Oman,2020-01-17,3798
Oman,2020-01-18,4111
Oman,2020-01-19,3495
Oman,2020-01-20,4591
Oman,2020-01-21,3064
Oman,2020-01-22,2217
Oman,2020-01-23,2555
Oman,2020-01-24,2845
Oman,2020-01-25,3914
Oman,2020-01-26,2447
Oman,2020-01-27,2233
Oman,2020-01-28,4644
Oman,2020-01-29,3991
Oman,2020-01-30,3395
Oman,2020-01-31,2371
Pakistan,2019-12-31,814
Pakistan,2020-01-01,4710
Pakistan,2020-01-02,3800
Pakistan,2020-01-03,2495
Pakistan,2020-01-04,2759
Pakistan,2020-01-05,1986
Pakistan,2020-01-06,1938
Pakistan,2020-01-07,3343
Pakistan,2020-01-08,3567
Pakistan,2020-01-09,4965
Pakistan,2020-01-10,3488
Pakistan,2020-01-11,3950
Pakistan,2020-01-12,5208
Pakistan,2020-01-13,3257
Pakistan,2020-01-14,4327
Pakistan,2020-01-15,3656
Pakistan,2020-01-16,3708
Pakistan,2020-01-17,4191
Pakistan,2020-01-18,2979
Pakistan,2020-01-19,3613
Pakistan,2020-01-20,2979
Pakistan,2020-01-21,2567
Pakistan,2020-01-22,1996
Pakistan,2020-01-23,2286
Pakistan,2020-01-24,2317
Pakistan,2020-01-25,2379
Pakistan,2020-01-26,2522
Pakistan,2020-01-27,2933
Pakistan,2020-01-28,3234
Pakistan,2020-01-29,2449
Pakistan,2020-01-30,4084
Pakistan,2020-01-31,1277
Palau,2019-12-31,1190
Palau,2020-01-01,2027
Palau,2020-01-02,3182
Palau,2020-01-03,2534
Palau,2020-01-04,2576
Palau,2020-01-05,4303
Palau,2020-01-06,3143
Palau,2020-01-07,2519
Palau,2020-01-08,1785
Palau,2020-01-09,3499
Palau,2020-01-10,3775
Palau,2020-01-11,1625
Palau,2020-01-12,5164
Palau,2020-01-13,3153
Palau,2020-01-14,4339
Palau,2020-01-15,2167
Palau,2020-01-16,2399
Palau,2020-01-17,1082
Palau,2020-01-18,3964
Palau,2020-01-19,2957
Palau,2020-01-20,3535
Palau,2020-01-21,3917
Palau,2020-01-22,1716
Palau,2020-01-23,2643
Palau,2020-01-24,3532
Palau,2020-01-25,1810
Palau,2020-01-26,3230
Palau,2020-01-27,2369
Palau,2020-01-28,2824
Palau,2020-01-29,5640
Palau,2020-01-30,4938
Palau,2020-01-31,3507
"Palestinian Territory, Occupied",2019-12-31,1782
"Palestinian Territory, Occupied",2020-01-01,3671
"Palestinian Territory, Occupied",2020-01-02,3549
"Palestinian Territory, Occupied",2020-01-03,3555
"Palestinian Territory, Occupied",2020-01-04,2445
"Palestinian Territory, Occupied",2020-01-05,3081
"Palestinian Territory, Occupied",2020-01-06,2855
"Palestinian Territory, Occupied",2020-01-07,3115
"Palestinian Territory, Occupied",2020-01-08,3654
"Palestinian Territory, Occupied",2020-01-09,2450
"Palestinian Territory, Occupied",2020-01-10,3281
"Palestinian Territory, Occupied",2020-01-11,3364
"Palestinian Territory, Occupied",2020-01-12,3082
"Palestinian Territory, Occupied",2020-01-13,2252
"Palestinian Territory, Occupied",2020-01-14,2858
"Palestinian Territory, Occupied",2020-01-15,3332
"Palestinian Territory, Occupied",2020-01-16,1916
"Palestinian Territory, Occupied",2020-01-17,3119
"Palestinian Territory, Occupied",2020-01-18,4514
"Palestinian Territory, Occupied",2020-01-19,4124
"Palestinian Territory, Occupied",2020-01-20,3691
"Palestinian Territory, Occupied",2020-01-21,2476
"Palestinian Territory, Occupied",2020-01-22,2780
"Palestinian Territory, Occupied",2020-01-23,4700
"Palestinian Territory, Occupied",2020-01-24,3388
"Palestinian Territory, Occupied",2020-01-25,3968
"Palestinian Territory, Occupied",2020-01-26,3714
"Palestinian Territory, Occupied",2020-01-27,2828
"Palestinian Territory, Occupied",2020-01-28,3498
"Palestinian Territory, Occupied",2020-01-29,1911
"Palestinian Territory, Occupied",2020-01-30,2542
"Palestinian Territory, Occupied",2020-01-31,2347
Panama,2019-12-31,1690
Panama,2020-01-01,4751
Panama,2020-01-02,3084
Panama,2020-01-03,1656
Panama,2020-01-04,3144
Panama,2020-01-05,2885
Panama,2020-01-06,2665
Panama,2020-01-07,2538
Panama,2020-01-08,4261
Panama,2020-01-09,3552
Panama,2020-01-10,3639
Panama,2020-01-11,4060
Panama,2020-01-12,5235
Panama,2020-01-13,3153
Panama,2020-01-14,4057
Panama,2020-01-15,3845
Panama,2020-01-16,2471
Panama,2020-01-17,3031
Panama,2020-01-18,3956
Panama,2020-01-19,3858
Panama,2020-01-20,4314
Panama,2020-01-21,3633
Panama,2020-01-22,2235
Panama,2020-01-23,3158
Panama,2020-01-24,3911
Panama,2020-01-25,3362
Panama,2020-01-26,3098
Panama,2020-01-27,3823
Panama,2020-01-28,4570
Panama,2020-01-29,3724
Panama,2020-01-30,3538
Panama,2020-01-31,1880
Papua New Guinea,2019-12-31,841
Papua New Guinea,2020-01-01,2280
Papua New Guinea,2020-01-02,6678
Papua New Guinea,2020-01-03,3958
Papua New Guinea,2020-01-04,2896
Papua New Guinea,2020-01-05,3402
Papua New Guinea,2020-01-06,3487
Papua New Guinea,2020-01-07,3528
Papua New Guinea,2020-01-08,3621
Papua New Guinea,2020-01-09,3978
Papua New Guinea,2020-01-10,1603
Papua New Guinea,2020-01-11,3957
Papua New Guinea,2020-01-12,3771
Papua New Guinea,2020-01-13,3769
Papua New Guinea,2020-01-14,1748
Papua New Guinea,2020-01-15,2557
Papua New Guinea,2020-01-16,2495
Papua New Guinea,2020-01-17,4876
Papua New Guinea,2020-01-18,2538
Papua New Guinea,2020-01-19,3450
Papua New Guinea,2020-01-20,2051
Papua New Guinea,2020-01-21,2559
Papua New Guinea,2020-01-22,5634
Papua New Guinea,2020-01-23,4670
Papua New Guinea,2020-01-24,5566
Papua New Guinea,2020-01-25,3087
Papua New Guinea,2020-01-26,3020
Papua New Guinea,2020-01-27,3008
Papua New Guinea,2020-01-28,2163
Papua New Guinea,2020-01-29,5279
Papua New Guinea,2020-01-30,2862
Papua New Guinea,2020-01-31,2467
Paraguay,2019-12-31,756
Paraguay,2020-01-01,3371
Paraguay,2020-01-02,2541
Paraguay,2020-01-03,3418
Paraguay,2020-01-04,2888
Paraguay,2020-01-05,2481
Paraguay,2020-01-06,2001
Paraguay,2020-01-07,3244
Paraguay,2020-01-08,2871
Paraguay,2020-01-09,1352
Paraguay,2020-01-10,4410
Paraguay,2020-01-11,2277
Paraguay,2020-01-12,2228
Paraguay,2020-01-13,3973
Paraguay,2020-01-14,4167
Paraguay,2020-01-15,3935
Paraguay,2020-01-16,4429
Paraguay,2020-01-17,5111
Paraguay,2020-01-18,4496
Paraguay,2020-01-19,2775
Paraguay,2020-01-20,4744
Paraguay,2020-01-21,2621
Paraguay,2020-01-22,2765
Paraguay,2020-01-23,2539
Paraguay,2020-01-24,2115
Paraguay,2020-01-25,2879
Paraguay,2020-01-26,2859
Paraguay,2020-01-27,3326
Paraguay,2020-01-28,1861
Paraguay,2020-01-29,3387
Paraguay,2020-01-30,4735
Paraguay,2020-01-31,1230
Peru,2019-12-31,952
Peru,2020-01-01,3840
Peru,2020-01-02,3193
Peru,2020-01-03,3224
Peru,2020-01-04,1880
Peru,2020-01-05,3210
Peru,2020-01-06,3619
Peru,2020-01-07,4105
Peru,2020-01-08,2257
Peru,2020-01-09,3207
Peru,2020-01-10,519
Peru,2020-01-11,3939
Peru,2020-01-12,3459
Peru,2020-01-13,3813
Peru,2020-01-14,3063
Peru,2020-01-15,2289
Peru,2020-01-16,1975
Peru,2020-01-17,2564
Peru,2020-01-18,2544
Peru,2020-01-19,3214
Peru,2020-01-20,2361
Peru,2020-01-21,1980
Peru,2020-01-22,3634
Peru,2020-01-23,4433
Peru,2020-01-24,4979
Peru,2020-01-25,2375
Peru,2020-01-26,2161
Peru,2020-01-27,1638
Peru,2020-01-28,3081
Peru,2020-01-29,2804
Peru,2020-01-30,3920
Peru,2020-01-31,3721
Philippines,2019-12-31,163
Philippines,2020-01-01,3903
Philippines,2020-01-02,2793
Philippines,2020-01-03,2170
Philippines,2020-01-04,4902
Philippines,2020-01-05,3545
Philippines,2020-01-06,2078
Philippines,2020-01-07,5187
Philippines,2020-01-08,2911
Philippines,2020-01-09,4108
Philippines,2020-01-10,3566
Philippines,2020-01-11,4235
Philippines,2020-01-12,2918
Philippines,2020-01-13,2327
Philippines,2020-01-14,4666
Philippines,2020-01-15,3206
Philippines,2020-01-16,3117
Philippines,2020-01-17,4036
Philippines,2020-01-18,5107
Philippines,2020-01-19,2023
Philippines,2020-01-20,1567
Philippines,2020-01-21,3753
Philippines,2020-01-22,4192
Philippines,2020-01-23,2896
Philippines,2020-01-24,4111
Philippines,2020-01-25,4158
Philippines,2020-01-26,4003
Philippines,2020-01-27,4122
Philippines,2020-01-28,4625
Philippines,2020-01-29,3798
Philippines,2020-01-30,2479
Philippines,2020-01-31,2317
Pitcairn,2019-12-31,1065
Pitcairn,2020-01-01,1918
Pitcairn,2020-01-02,3894
Pitcairn,2020-01-03,2658
Pitcairn,2020-01-04,1754
Pitcairn,2020-01-05,3387
Pitcairn,2020-01-06,1476
Pitcairn,2020-01-07,1991
Pitcairn,2020-01-08,3477
Pitcairn,2020-01-09,4450
Pitcairn,2020-01-10,2768
Pitcairn,2020-01-11,4616
Pitcairn,2020-01-12,3249
Pitcairn,2020-01-13,4714
Pitcairn,2020-01-14,2561
Pitcairn,2020-01-15,5073
Pitcairn,2020-01-16,1495
Pitcairn,2020-01-17,3036
Pitcairn,2020-01-18,3339
Pitcairn,2020-01-19,3650
Pitcairn,2020-01-20,5530
Pitcairn,2020-01-21,4989
Pitcairn,2020-01-22,2696
Pitcairn,2020-01-23,3211
Pitcairn,2020-01-24,3261
Pitcairn,2020-01-25,3446
Pitcairn,2020-01-26,3552
Pitcairn,2020-01-27,4788
Pitcairn,2020-01-28,3437
Pitcairn,2020-01-29,2441
Pitcairn,2020-01-30,2968
Pitcairn,2020-01-31,4448
Poland,2019-12-31,1540
Poland,2020-01-01,4390
Poland,2020-01-02,2967
Poland,2020-01-03,3109
Poland,2020-01-04,3084
Poland,2020-01-05,5890
Poland,2020-01-06,4268
Poland,2020-01-07,3176
Poland,2020-01-08,4058
Poland,2020-01-09,2947
Poland,2020-01-10,2289
Poland,2020-01-11,3601
Poland,2020-01-12,3738
Poland,2020-01-13,2913
Poland,2020-01-14,3681
Poland,2020-01-15,2604
Poland,2020-01-16,3991
Poland,2020-01-17,2871
Poland,2020-01-18,4491
Poland,2020-01-19,4226
Poland,2020-01-20,1176
Poland,2020-01-21,4813
Poland,2020-01-22,4493
Poland,2020-01-23,2427
Poland,2020-01-24,1501
Poland,2020-01-25,2778
Poland,2020-01-26,3495
Poland,2020-01-27,3570
Poland,2020-01-28,2170
Poland,2020-01-29,4877
Poland,2020-01-30,3093
Poland,2020-01-31,3155
Portugal,2019-12-31,4
Portugal,2020-01-01,3813
Portugal,2020-01-02,2287
Portugal,2020-01-03,3426
Portugal,2020-01-04,2163
Portugal,2020-01-05,1923
Portugal,2020-01-06,3320
Portugal,2020-01-07,2853
Portugal,2020-01-08,2147
Portugal,2020-01-09,3420
Portugal,2020-01-10,3245
Portugal,2020-01-11,2523
Portugal,2020-01-12,4054
Portugal,2020-01-13,5056
Portugal,2020-01-14,1976
Portugal,2020-01-15,4280
Portugal,2020-01-16,3150
Portugal,2020-01-17,3606
Portugal,2020-01-18,4353
Portugal,2020-01-19,4684
Portugal,2020-01-20,2747
Portugal,2020-01-21,2366
Portugal,2020-01-22,2966
Portugal,2020-01-23,2883
Portugal,2020-01-24,3639
Portugal,2020-01-25,3630
Portugal,2020-01-26,3793
Portugal,2020-01-27,3544
Portugal,2020-01-28,2817
Portugal,2020-01-29,3717
Portugal,2020-01-30,2952
Portugal,2020-01-31,1433
Puerto Rico,2020-01-01,3389
Puerto Rico,2020-01-02,1979
Puerto Rico,2020-01-03,1175
Puerto Rico,2020-01-04,3345
Puerto Rico,2020-01-05,2376
Puerto Rico,2020-01-06,3224
Puerto Rico,2020-01-07,2621
Puerto Rico,2020-01-08,2659
Puerto Rico,2020-01-09,1677
Puerto Rico,2020-01-10,4350
Puerto Rico,2020-01-11,2912
Puerto Rico,2020-01-12,4399
Puerto Rico,2020-01-13,3384
Puerto Rico,2020-01-14,2703
Puerto Rico,2020-01-15,2590
Puerto Rico,2020-01-16,4321
Puerto Rico,2020-01-17,5541
Puerto Rico,2020-01-18,1706
Puerto Rico,2020-01-19,3086
Puerto Rico,2020-01-20,2464
Puerto Rico,2020-01-21,1685
Puerto Rico,2020-01-22,2208
Puerto Rico,2020-01-23,2206
Puerto Rico,2020-01-24,4236
Puerto Rico,2020-01-25,4806
Puerto Rico,2020-01-26,2190
Puerto Rico,2020-01-27,2489
Puerto Rico,2020-01-28,3679
Puerto Rico,2020-01-29,3460
Puerto Rico,2020-01-30,2498
Puerto Rico,2020-01-31,2406
Qatar,2019-12-31,1366
Qatar,2020-01-01,2934
Qatar,2020-01-02,4043
Qatar,2020-01-03,4153
Qatar,2020-01-04,1834
Qatar,2020-01-05,3943
Qatar,2020-01-06,2856
Qatar,2020-01-07,2716
Qatar,2020-01-08,1376
Qatar,2020-01-09,3524
Qatar,2020-01-10,3434
Qatar,2020-01-11,3228
Qatar,2020-01-12,5542
Qatar,2020-01-13,4638
Qatar,2020-01-14,2536
Qatar,2020-01-15,3577
Qatar,2020-01-16,3129
Qatar,2020-01-17,3718
Qatar,2020-01-18,4494
Qatar,2020-01-19,2450
Qatar,2020-01-20,2200
Qatar,2020-01-21,3411
Qatar,2020-01-22,3394
Qatar,2020-01-23,2019
Qatar,2020-01-24,2712
Qatar,2020-01-25,2825
Qatar,2020-01-26,3912
Qatar,2020-01-27,4440
Qatar,2020-01-28,2569
Qatar,2020-01-29,3221
Qatar,2020-01-30,1130
Qatar,2020-01-31,2027
RWANDA,2019-12-31,829
RWANDA,2020-01-01,2287
RWANDA,2020-01-02,3240
RWANDA,2020-01-03,2149
RWANDA,2020-01-04,2909
RWANDA,2020-01-05,2851
RWANDA,2020-01-06,4990
RWANDA,2020-01-07,3597
RWANDA,2020-01-08,2361
RWANDA,2020-01-09,5776
RWANDA,2020-01-10,3569
RWANDA,2020-01-11,4373
RWANDA,2020-01-12,3895
RWANDA,2020-01-13,3279
RWANDA,2020-01-14,2725
RWANDA,2020-01-15,2649
RWANDA,2020-01-16,3072
RWANDA,2020-01-17,2954
RWANDA,2020-01-18,3289
RWANDA,2020-01-19,3103
RWANDA,2020-01-20,4074
RWANDA,2020-01-21,3364
RWANDA,2020-01-22,5242
RWANDA,2020-01-23,2223
RWANDA,2020-01-24,3320
RWANDA,2020-01-25,3551
RWANDA,2020-01-26,1688
RWANDA,2020-01-27,2443
RWANDA,2020-01-28,4568
RWANDA,2020-01-29,2538
RWANDA,2020-01-30,3256
RWANDA,2020-01-31,1535
Reunion,2019-12-31,968
Reunion,2020-01-01,2670
Reunion,2020-01-02,2786
Reunion,2020-01-03,2658
Reunion,2020-01-04,2828
Reunion,2020-01-05,2743
Reunion,2020-01-06,4978
Reunion,2020-01-07,4100
Reunion,2020-01-08,3805
Reunion,2020-01-09,4983
Reunion,2020-01-10,4348
Reunion,2020-01-11,1819
Reunion,2020-01-12,3652
Reunion,2020-01-13,3290
Reunion,2020-01-14,3582
Reunion,2020-01-15,4792
Reunion,2020-01-16,2471
Reunion,2020-01-17,1441
Reunion,2020-01-18,2220
Reunion,2020-01-19,1532
Reunion,2020-01-20,3211
Reunion,2020-01-21,3322
Reunion,2020-01-22,4579
Reunion,2020-01-23,3773
Reunion,2020-01-24,2234
Reunion,2020-01-25,1304
