Song,Date,Number of Plays
Mexico,2020-01-25,424
Senegal,2020-01-08,488
Antigua and Barbuda,2020-01-02,126
Iceland,2020-01-21,363
Ghana,2020-01-15,202
Qatar,2020-01-22,488
Morocco,2020-01-07,238
"Congo, The Democratic Republic of the",2020-01-20,461
Portugal,2020-01-06,12
Bangladesh,2020-01-05,299
Italy,2020-01-25,78
"Moldova, Republic of",2020-01-15,453
Tokelau,2020-01-04,195
Nicaragua,2020-01-20,216
United Arab Emirates,2020-01-08,115
Sierra Leone,2020-01-26,166
Tonga,2020-01-19,246
Burundi,2020-01-26,14
Zambia,2020-01-27,118
Slovakia,2020-01-05,133
South Africa,2020-01-03,193
Cyprus,2020-01-02,356
Bouvet Island,2020-01-13,459
Poland,2020-01-20,156
New Caledonia,2020-01-12,155
French Polynesia,2020-01-27,483
Gambia,2020-01-17,350
"Moldova, Republic of",2020-01-24,464
Portugal,2020-01-26,468
Svalbard and Jan Mayen,2020-01-23,52
Eritrea,2020-01-26,203
China,2020-01-29,443
Libyan Arab Jamahiriya,2020-01-31,334
Benin,2020-01-23,386
Cayman Islands,2020-01-30,60
Bouvet Island,2020-01-22,51
Isle of Man,2020-01-02,66
"Macedonia, The Former Yugoslav Republic of",2020-01-02,123
Reunion,2020-01-10,27
Latvia,2020-01-06,229
"Palestinian Territory, Occupied",2020-01-23,345
Denmark,2020-01-03,7
Azerbaijan,2020-01-23,368
"Korea, Republic of",2020-01-08,102
Czech Republic,2020-01-28,126
Serbia and Montenegro,2020-01-02,20
Samoa,2020-01-08,18
Pitcairn,2020-01-25,95
Syrian Arab Republic,2020-01-10,206
Central African Republic,2020-01-11,292
Panama,2020-01-23,156
Lebanon,2020-01-24,362
Netherlands,2020-01-12,236
Norway,2020-01-04,84
Slovenia,2020-01-23,270
Iraq,2020-01-18,192
Guinea-Bissau,2020-01-10,180
"Micronesia, Federated States of",2020-01-18,441
American Samoa,2020-01-18,161
Saint Helena,2020-01-16,17
Portugal,2019-12-31,4
Bolivia,2020-01-17,192
Eritrea,2020-01-29,22
Lebanon,2020-01-14,186
Viet Nam,2020-01-27,388
Tonga,2020-01-09,315
Cameroon,2020-01-11,444
Kyrgyzstan,2020-01-29,416
Grenada,2020-01-06,240
Saint Helena,2020-01-09,438
Cuba,2020-01-11,437
Bosnia and Herzegovina,2020-01-28,365
Uzbekistan,2020-01-09,285
Croatia,2020-01-29,293
El Salvador,2020-01-30,362
Lithuania,2020-01-11,309
Macao,2020-01-01,200
Guinea,2020-01-12,204
Oman,2020-01-13,78
Ghana,2020-01-08,96
"Congo, The Democratic Republic of the",2020-01-22,89
Serbia and Montenegro,2020-01-17,253
Indonesia,2020-01-30,211
Estonia,2020-01-25,450
Montserrat,2020-01-19,281
Nauru,2020-01-30,181
Jamaica,2020-01-12,96
Libyan Arab Jamahiriya,2020-01-22,394
Western Sahara,2020-01-19,419
Solomon Islands,2019-12-31,406
Serbia and Montenegro,2020-01-11,284
"Micronesia, Federated States of",2020-01-09,122
Seychelles,2020-01-06,288
Azerbaijan,2020-01-26,114
Niue,2020-01-25,484
Togo,2020-01-22,287
"Micronesia, Federated States of",2020-01-26,390
Saudi Arabia,2020-01-12,79
United Arab Emirates,2020-01-28,169
French Guiana,2020-01-01,371
New Caledonia,2020-01-15,197
Jersey,2020-01-27,453
Panama,2020-01-15,108
Anguilla,2020-01-16,7
Tunisia,2020-01-25,224
Singapore,2020-01-07,243
Tunisia,2020-01-14,458
Egypt,2020-01-16,322
Austria,2020-01-24,139
Estonia,2020-01-14,280
Dominican Republic,2020-01-10,46
Belgium,2020-01-29,261
Anguilla,2020-01-07,95
Cocos (Keeling) Islands,2019-12-31,454
Vanuatu,2020-01-08,178
Brazil,2020-01-28,86
Lebanon,2020-01-07,486
Papua New Guinea,2020-01-16,493
Bangladesh,2020-01-04,162
Ukraine,2020-01-14,360
Cape Verde,2020-01-11,108
Zimbabwe,2020-01-11,485
Qatar,2020-01-02,364
Northern Mariana Islands,2020-01-18,181
United States,2020-01-18,394
Botswana,2020-01-04,362
Comoros,2020-01-25,123
Western Sahara,2020-01-19,366
Cuba,2020-01-30,264
United Arab Emirates,2020-01-02,17
Burundi,2020-01-24,282
South Georgia and the South Sandwich Islands,2020-01-30,9
Algeria,2020-01-12,169
French Guiana,2020-01-31,430
"Iran, Islamic Republic Of",2020-01-17,262
Liechtenstein,2019-12-31,247
Greenland,2020-01-24,208
Azerbaijan,2020-01-02,126
Bahrain,2020-01-14,52
Bhutan,2020-01-25,379
Turkey,2020-01-23,279
Sri Lanka,2020-01-28,422
"Korea, Democratic People""S Republic of",2020-01-23,62
Guadeloupe,2020-01-12,15
"Moldova, Republic of",2020-01-18,91
Heard Island and Mcdonald Islands,2020-01-15,280
Barbados,2020-01-13,154
Martinique,2020-01-01,289
Tuvalu,2020-01-22,172
Bangladesh,2020-01-28,88
Bermuda,2020-01-28,311
Aruba,2020-01-28,321
Heard Island and Mcdonald Islands,2020-01-02,219
Palau,2020-01-02,80
Saint Lucia,2020-01-04,300
Chad,2020-01-30,16
Liechtenstein,2020-01-01,245
French Southern Territories,2020-01-04,199
Sudan,2020-01-04,362
Cameroon,2020-01-22,404
Montserrat,2020-01-11,103
France,2020-01-02,164
Trinidad and Tobago,2020-01-22,382
Slovenia,2020-01-02,83
Trinidad and Tobago,2020-01-29,66
Ireland,2020-01-20,367
Burkina Faso,2020-01-05,6
Austria,2020-01-12,56
United States Minor Outlying Islands,2020-01-09,159
Isle of Man,2020-01-08,316
Tokelau,2020-01-27,262
"Taiwan, Province of China",2020-01-23,212
Cocos (Keeling) Islands,2020-01-11,105
Cuba,2020-01-17,391
China,2020-01-20,384
Costa Rica,2020-01-08,461
Falkland Islands (Malvinas),2020-01-07,58
Falkland Islands (Malvinas),2020-01-12,277
Philippines,2020-01-22,205
Afghanistan,2020-01-07,448
Bouvet Island,2020-01-02,384
Latvia,2020-01-05,239
Papua New Guinea,2020-01-10,31
Macao,2020-01-12,341
Singapore,2020-01-29,174
Madagascar,2020-01-29,278
Northern Mariana Islands,2020-01-22,383
Guernsey,2020-01-02,204
Palau,2020-01-09,10
Solomon Islands,2020-01-27,93
Bhutan,2020-01-07,329
Niue,2020-01-27,135
Niger,2020-01-20,313
Afghanistan,2020-01-13,26
AndorrA,2020-01-23,135
El Salvador,2020-01-19,474
Sierra Leone,2020-01-31,498
Kenya,2020-01-08,224
French Guiana,2020-01-11,221
Peru,2020-01-27,32
Turkmenistan,2020-01-11,102
French Southern Territories,2020-01-24,326
Gabon,2020-01-26,272
Myanmar,2020-01-26,395
Zambia,2020-01-26,254
Paraguay,2020-01-24,453
Qatar,2020-01-16,25
Tajikistan,2020-01-26,149
Cook Islands,2020-01-10,297
Norfolk Island,2020-01-22,222
French Guiana,2020-01-05,351
Comoros,2020-01-19,427
"Macedonia, The Former Yugoslav Republic of",2020-01-30,352
AndorrA,2020-01-16,483
Kenya,2020-01-22,382
Chile,2020-01-07,395
Panama,2020-01-02,116
Norfolk Island,2020-01-27,283
Mexico,2020-01-19,347
Ireland,2020-01-27,307
Myanmar,2020-01-09,115
Ethiopia,2020-01-10,321
Lebanon,2020-01-15,409
Tajikistan,2020-01-13,8
Marshall Islands,2020-01-12,53
Kiribati,2020-01-27,148
Japan,2020-01-09,278
India,2020-01-09,435
Myanmar,2020-01-24,250
Guernsey,2020-01-26,67
Argentina,2020-01-26,490
"Korea, Democratic People""S Republic of",2020-01-27,137
Australia,2020-01-06,74
Philippines,2020-01-28,462
Uganda,2020-01-11,392
Togo,2020-01-02,114
Cambodia,2020-01-22,21
Wallis and Futuna,2020-01-31,471
Croatia,2020-01-07,86
French Guiana,2020-01-07,214
Sudan,2020-01-13,150
Malawi,2020-01-25,471
South Africa,2020-01-26,426
United Arab Emirates,2020-01-24,233
China,2020-01-30,61
Montserrat,2020-01-04,319
France,2020-01-27,180
Russian Federation,2020-01-21,364
Eritrea,2020-01-15,421
Anguilla,2020-01-17,255
Hong Kong,2020-01-11,86
Cayman Islands,2020-01-07,479
Peru,2020-01-01,356
Guatemala,2020-01-07,169
Wallis and Futuna,2020-01-04,316
Bosnia and Herzegovina,2020-01-17,410
AndorrA,2020-01-22,324
Trinidad and Tobago,2020-01-04,145
"Micronesia, Federated States of",2020-01-19,236
"Lao People""S Democratic Republic",2020-01-11,4
AndorrA,2020-01-24,179
"Korea, Republic of",2020-01-23,46
Norfolk Island,2020-01-26,189
Georgia,2020-01-08,466
Switzerland,2020-01-19,308
Marshall Islands,2020-01-17,364
Turkey,2020-01-18,331
Liberia,2020-01-31,208
Turks and Caicos Islands,2020-01-20,69
Guadeloupe,2020-01-10,42
Georgia,2020-01-21,484
Turkey,2020-01-01,397
Western Sahara,2020-01-19,239
Jordan,2020-01-13,181
Venezuela,2020-01-04,327
South Georgia and the South Sandwich Islands,2020-01-25,189
Azerbaijan,2020-01-11,37
Solomon Islands,2020-01-19,492
Cayman Islands,2020-01-19,12
Barbados,2020-01-19,89
Yemen,2020-01-07,377
Guinea-Bissau,2020-01-29,426
Belize,2020-01-18,279
Timor-Leste,2020-01-09,497
Mongolia,2020-01-09,118
Bouvet Island,2020-01-01,21
South Georgia and the South Sandwich Islands,2020-01-14,321
Cambodia,2020-01-17,39
South Georgia and the South Sandwich Islands,2020-01-29,94
Dominica,2020-01-22,366
American Samoa,2020-01-18,468
Zambia,2020-01-01,400
Norway,2020-01-09,142
Mauritius,2020-01-10,304
United States,2020-01-04,205
Bouvet Island,2020-01-23,161
Marshall Islands,2020-01-01,489
Aruba,2020-01-25,68
Dominica,2020-01-15,274
Congo,2020-01-07,337
Kuwait,2020-01-07,56
Panama,2020-01-01,290
Japan,2020-01-26,483
South Africa,2020-01-05,158
Saint Kitts and Nevis,2020-01-27,103
Eritrea,2020-01-19,398
Nepal,2020-01-29,103
Gabon,2020-01-14,183
Singapore,2020-01-28,414
"Korea, Democratic People""S Republic of",2020-01-09,39
San Marino,2020-01-21,326
Madagascar,2020-01-10,13
"Moldova, Republic of",2020-01-29,129
Kazakhstan,2020-01-24,362
Viet Nam,2020-01-02,421
Zimbabwe,2020-01-29,244
Norway,2020-01-01,295
Spain,2020-01-18,488
Egypt,2020-01-23,75
Cook Islands,2020-01-06,359
Sri Lanka,2020-01-25,476
Cuba,2020-01-13,355
Heard Island and Mcdonald Islands,2020-01-03,86
Heard Island and Mcdonald Islands,2020-01-15,63
Haiti,2020-01-21,311
Madagascar,2020-01-26,350
Luxembourg,2020-01-02,378
Kazakhstan,2020-01-23,104
Kenya,2020-01-24,63
"Micronesia, Federated States of",2020-01-30,16
Mauritania,2020-01-22,175
Hungary,2020-01-04,358
Lebanon,2020-01-04,87
Dominica,2020-01-01,185
Cambodia,2020-01-04,14
Belarus,2020-01-09,30
Mongolia,2020-01-29,306
Nepal,2020-01-31,162
United Kingdom,2020-01-21,252
Russian Federation,2020-01-01,462
Djibouti,2020-01-13,140
Venezuela,2020-01-29,310
Martinique,2020-01-30,221
Burkina Faso,2020-01-02,186
Chile,2020-01-30,226
Mexico,2020-01-26,255
Serbia and Montenegro,2020-01-03,334
Nepal,2020-01-22,482
Hungary,2020-01-18,25
Guinea,2020-01-17,485
Marshall Islands,2020-01-08,103
Central African Republic,2020-01-24,315
Brunei Darussalam,2020-01-04,329
Faroe Islands,2020-01-08,454
"Moldova, Republic of",2020-01-01,422
Slovenia,2020-01-18,69
Myanmar,2020-01-14,141
Switzerland,2020-01-04,219
Ethiopia,2020-01-02,230
"Korea, Republic of",2020-01-18,271
Maldives,2020-01-30,384
Cocos (Keeling) Islands,2020-01-28,20
Trinidad and Tobago,2020-01-05,345
Turkey,2020-01-26,109
Croatia,2020-01-11,131
Mongolia,2020-01-20,365
Samoa,2020-01-07,219
Guadeloupe,2020-01-01,322
"Virgin Islands, U.S.",2020-01-22,125
Zambia,2020-01-10,72
Saint Pierre and Miquelon,2020-01-01,426
Myanmar,2020-01-20,50
Uganda,2020-01-30,371
United Arab Emirates,2020-01-15,388
Liberia,2020-01-23,135
Vanuatu,2020-01-21,92
Hong Kong,2020-01-07,209
Mayotte,2020-01-02,429
United States,2020-01-28,431
Kyrgyzstan,2020-01-01,225
Dominica,2020-01-06,23
Tunisia,2020-01-01,340
Mauritania,2020-01-01,372
Italy,2020-01-14,213
Norfolk Island,2020-01-21,68
Svalbard and Jan Mayen,2020-01-01,326
Macao,2020-01-31,241
Hungary,2020-01-09,337
Qatar,2020-01-13,83
Tokelau,2020-01-07,142
Sao Tome and Principe,2020-01-16,381
Sierra Leone,2020-01-23,494
Finland,2020-01-29,39
Norway,2020-01-14,102
Saint Kitts and Nevis,2020-01-21,1
Madagascar,2020-01-23,345
Maldives,2020-01-22,62
Norfolk Island,2020-01-12,283
"Korea, Republic of",2020-01-02,210
Western Sahara,2020-01-01,24
AndorrA,2020-01-03,462
Saudi Arabia,2020-01-25,13
Norway,2020-01-11,238
Macao,2020-01-01,403
Albania,2020-01-26,85
Ghana,2020-01-26,184
Serbia and Montenegro,2020-01-18,80
Turkey,2020-01-05,254
Lithuania,2020-01-03,136
Bahamas,2020-01-20,223
Cocos (Keeling) Islands,2020-01-13,147
Ghana,2020-01-06,150
Luxembourg,2020-01-22,478
South Georgia and the South Sandwich Islands,2020-01-03,2
Papua New Guinea,2020-01-31,367
Sierra Leone,2020-01-05,421
Indonesia,2020-01-20,49
Kuwait,2020-01-11,276
Hong Kong,2020-01-26,34
Solomon Islands,2020-01-11,32
Mongolia,2020-01-13,421
Zambia,2020-01-23,178
Jamaica,2020-01-14,56
Sao Tome and Principe,2020-01-11,63
Guyana,2020-01-29,364
Gambia,2020-01-19,488
Cayman Islands,2020-01-19,26
San Marino,2020-01-22,182
Indonesia,2020-01-01,90
Seychelles,2020-01-12,438
"Korea, Republic of",2020-01-11,368
Latvia,2020-01-15,8
Iceland,2020-01-15,197
"Taiwan, Province of China",2020-01-25,76
RWANDA,2020-01-09,48
Pitcairn,2020-01-21,395
Venezuela,2020-01-08,34
New Zealand,2020-01-26,70
Cyprus,2020-01-04,135
Slovakia,2020-01-14,476
Cuba,2020-01-03,309
Papua New Guinea,2020-01-30,476
Uganda,2020-01-17,355
Oman,2020-01-26,430
"Virgin Islands, British",2020-01-01,216
Reunion,2020-01-14,396
Djibouti,2020-01-24,27
Argentina,2020-01-30,215
Lesotho,2020-01-01,398
Guernsey,2020-01-02,156
Angola,2020-01-20,442
Egypt,2020-01-07,386
"Macedonia, The Former Yugoslav Republic of",2019-12-31,325
Puerto Rico,2020-01-16,488
Gibraltar,2020-01-24,268
Comoros,2020-01-31,442
Venezuela,2020-01-13,484
Solomon Islands,2020-01-22,311
Palau,2020-01-31,432
Austria,2020-01-21,160
Åland Islands,2020-01-15,408
Saint Helena,2020-01-19,45
Tokelau,2020-01-04,291
Christmas Island,2020-01-22,115
Guinea,2020-01-25,221
Lesotho,2020-01-22,248
Switzerland,2020-01-14,223
Argentina,2020-01-29,415
Indonesia,2020-01-12,137
Antigua and Barbuda,2020-01-07,324
New Caledonia,2020-01-14,215
France,2020-01-23,67
Faroe Islands,2020-01-05,1
New Caledonia,2020-01-07,345
Zambia,2020-01-18,203
Samoa,2020-01-01,42
Mongolia,2020-01-02,413
Guyana,2019-12-31,430
Qatar,2020-01-10,5
Lithuania,2020-01-29,323
Mexico,2020-01-21,206
Ecuador,2020-01-03,250
Cyprus,2020-01-24,214
Palau,2020-01-28,329
Nigeria,2020-01-23,432
Azerbaijan,2020-01-04,405
Viet Nam,2020-01-19,363
Guadeloupe,2020-01-20,62
Austria,2020-01-28,333
Belize,2020-01-17,91
Mongolia,2020-01-20,263
Namibia,2020-01-23,179
Burundi,2020-01-15,437
Thailand,2020-01-05,447
Guernsey,2020-01-08,366
Wallis and Futuna,2020-01-14,16
Thailand,2020-01-17,90
Spain,2020-01-26,449
Austria,2020-01-10,368
British Indian Ocean Territory,2020-01-08,271
Madagascar,2020-01-13,8
Swaziland,2020-01-01,282
Ireland,2020-01-30,21
Western Sahara,2020-01-09,497
Fiji,2020-01-15,134
Cambodia,2020-01-01,98
Denmark,2020-01-04,487
Heard Island and Mcdonald Islands,2019-12-31,113
Guam,2020-01-08,121
Netherlands Antilles,2020-01-17,82
Jordan,2020-01-03,457
Christmas Island,2020-01-18,105
Colombia,2020-01-27,356
Niue,2020-01-05,460
Djibouti,2020-01-22,356
Mauritania,2020-01-24,17
Bhutan,2020-01-02,365
Germany,2020-01-08,170
Marshall Islands,2020-01-31,298
Angola,2020-01-12,490
Burundi,2020-01-25,312
Liechtenstein,2020-01-10,207
Chad,2020-01-20,448
Kenya,2020-01-11,378
Portugal,2020-01-13,435
Denmark,2020-01-12,463
Wallis and Futuna,2020-01-28,41
Eritrea,2020-01-17,363
Niger,2020-01-12,121
Bolivia,2020-01-19,4
Tonga,2020-01-14,268
Malawi,2020-01-20,1
Cuba,2020-01-19,470
Wallis and Futuna,2020-01-18,423
Argentina,2020-01-06,87
Comoros,2020-01-18,43
Sierra Leone,2020-01-08,305
Angola,2020-01-21,110
Eritrea,2020-01-22,32
Bosnia and Herzegovina,2020-01-12,373
Israel,2020-01-13,436
Jamaica,2020-01-19,203
Tajikistan,2020-01-10,64
Mozambique,2020-01-21,181
Romania,2019-12-31,162
Saudi Arabia,2020-01-12,374
Belarus,2020-01-25,424
Wallis and Futuna,2020-01-30,267
Mauritius,2020-01-01,131
United States,2020-01-31,136
Barbados,2020-01-30,457
Dominican Republic,2020-01-29,448
Togo,2020-01-16,102
Angola,2020-01-26,177
Netherlands Antilles,2020-01-14,112
Singapore,2020-01-24,344
Togo,2020-01-19,473
Macao,2020-01-13,356
Guadeloupe,2020-01-11,4
France,2020-01-31,254
Greenland,2020-01-19,398
Jamaica,2020-01-05,235
United States,2020-01-03,430
Slovakia,2020-01-01,263
Sweden,2020-01-09,340
French Polynesia,2020-01-12,467
Georgia,2020-01-04,302
Somalia,2020-01-01,490
Algeria,2020-01-23,221
United States Minor Outlying Islands,2020-01-18,127
Nigeria,2020-01-02,189
Mongolia,2020-01-31,378
Bangladesh,2020-01-06,97
India,2020-01-30,163
Greenland,2020-01-03,119
Anguilla,2020-01-11,159
Bangladesh,2020-01-24,411
Greece,2020-01-01,9
Iceland,2020-01-30,299
Christmas Island,2020-01-21,327
Turks and Caicos Islands,2020-01-22,183
Niue,2020-01-10,31
Myanmar,2020-01-17,3
Malawi,2020-01-15,90
Northern Mariana Islands,2020-01-05,289
Turkmenistan,2020-01-18,143
Maldives,2020-01-09,208
Sweden,2020-01-12,170
Christmas Island,2020-01-27,44
Falkland Islands (Malvinas),2020-01-12,35
Cape Verde,2020-01-13,359
Finland,2020-01-18,39
India,2020-01-24,439
Iraq,2020-01-26,47
Serbia and Montenegro,2020-01-19,189
Nigeria,2020-01-03,470
Canada,2020-01-31,128
Western Sahara,2020-01-12,386
Martinique,2020-01-16,210
Monaco,2020-01-02,216
China,2020-01-25,216
Jamaica,2020-01-23,394
Austria,2020-01-22,336
"Taiwan, Province of China",2020-01-12,204
United States,2020-01-27,315
Azerbaijan,2020-01-13,480
"Iran, Islamic Republic Of",2020-01-11,278
Bouvet Island,2020-01-03,26
Palau,2020-01-29,399
Togo,2020-01-14,3
Norfolk Island,2020-01-26,388
Mexico,2020-01-07,484
Gibraltar,2020-01-02,95
Grenada,2020-01-15,158
Montserrat,2020-01-07,204
Bahamas,2020-01-02,1
Burkina Faso,2020-01-17,200
Hungary,2020-01-10,305
Jordan,2020-01-24,39
Sierra Leone,2020-01-06,245
Gambia,2020-01-05,300
Angola,2020-01-09,333
Honduras,2020-01-13,394
Italy,2020-01-14,122
Denmark,2020-01-27,12
Colombia,2020-01-11,256
India,2020-01-25,280
United Arab Emirates,2020-01-20,52
Christmas Island,2020-01-21,423
Netherlands Antilles,2020-01-30,41
Papua New Guinea,2020-01-06,166
Finland,2020-01-31,56
Singapore,2020-01-27,313
Haiti,2020-01-08,214
Slovakia,2020-01-21,229
Gabon,2020-01-14,204
Faroe Islands,2020-01-20,207
RWANDA,2020-01-09,341
"Korea, Republic of",2020-01-16,492
Hungary,2020-01-10,98
Anguilla,2020-01-29,324
Benin,2020-01-15,235
Monaco,2020-01-09,382
Morocco,2020-01-13,316
Botswana,2020-01-18,86
Mongolia,2020-01-23,190
Bahrain,2020-01-14,292
Kuwait,2020-01-09,237
"Cote D""Ivoire",2020-01-06,121
Montserrat,2020-01-26,230
AndorrA,2020-01-12,278
Ireland,2020-01-18,126
Togo,2020-01-18,456
"Lao People""S Democratic Republic",2020-01-15,122
Grenada,2020-01-05,346
Brunei Darussalam,2020-01-22,268
Central African Republic,2020-01-17,236
Kyrgyzstan,2020-01-24,495
American Samoa,2020-01-13,380
Algeria,2020-01-18,217
Australia,2020-01-10,388
Colombia,2020-01-31,379
"Taiwan, Province of China",2020-01-04,301
Bolivia,2020-01-13,334
Brazil,2020-01-23,457
Gambia,2020-01-07,320
Cayman Islands,2020-01-27,494
Togo,2020-01-14,58
Pitcairn,2020-01-15,382
Iraq,2020-01-27,35
Saudi Arabia,2020-01-07,61
Saint Lucia,2020-01-07,24
Brunei Darussalam,2020-01-22,167
Timor-Leste,2020-01-20,268
United Kingdom,2020-01-15,124
Sao Tome and Principe,2020-01-08,65
Nepal,2020-01-24,400
Netherlands,2020-01-13,467
"Tanzania, United Republic of",2020-01-01,286
"Iran, Islamic Republic Of",2020-01-01,475
Guinea-Bissau,2020-01-20,286
Solomon Islands,2020-01-07,69
Bosnia and Herzegovina,2020-01-14,130
Heard Island and Mcdonald Islands,2020-01-14,245
Guam,2020-01-05,206
Seychelles,2020-01-18,283
"Cote D""Ivoire",2020-01-06,88
Ecuador,2020-01-16,316
Luxembourg,2020-01-11,455
Vanuatu,2020-01-10,108
Germany,2020-01-25,347
Ethiopia,2020-01-14,481
Mexico,2020-01-29,435
United States Minor Outlying Islands,2020-01-27,458
French Southern Territories,2020-01-21,106
Armenia,2020-01-21,357
Angola,2020-01-24,10
Iceland,2020-01-01,71
Myanmar,2020-01-23,370
Sudan,2020-01-13,73
Gabon,2020-01-27,212
Tajikistan,2020-01-25,316
Afghanistan,2020-01-04,74
Saint Vincent and the Grenadines,2020-01-04,134
Anguilla,2020-01-26,186
Isle of Man,2020-01-05,190
Oman,2020-01-20,415
Grenada,2020-01-16,201
Cook Islands,2020-01-27,110
Faroe Islands,2020-01-20,289
Niger,2020-01-08,122
Nauru,2020-01-16,46
Mongolia,2020-01-13,120
Finland,2020-01-04,70
Austria,2020-01-29,186
Romania,2019-12-31,326
Thailand,2020-01-10,154
Congo,2020-01-24,40
Reunion,2020-01-01,290
American Samoa,2020-01-15,101
Tuvalu,2020-01-05,13
Aruba,2020-01-29,324
Gabon,2020-01-08,298
Syrian Arab Republic,2020-01-16,173
Australia,2020-01-26,8
Marshall Islands,2020-01-26,224
Bermuda,2020-01-20,68
Philippines,2020-01-07,295
Grenada,2020-01-17,450
Saint Vincent and the Grenadines,2020-01-29,4
Isle of Man,2020-01-02,313
Poland,2020-01-13,375
Norfolk Island,2019-12-31,195
"Taiwan, Province of China",2020-01-23,288
Kuwait,2020-01-09,180
Slovakia,2020-01-24,284
Bahamas,2020-01-11,433
Togo,2020-01-20,228
Thailand,2020-01-10,321
New Caledonia,2020-01-05,173
Gabon,2020-01-21,414
Netherlands,2020-01-17,162
Seychelles,2020-01-04,119
Comoros,2020-01-19,210
Zambia,2020-01-15,469
Martinique,2020-01-13,233
Åland Islands,2020-01-30,446
Lesotho,2020-01-18,69
Italy,2020-01-31,380
Norway,2020-01-01,474
Martinique,2020-01-12,119
Sri Lanka,2020-01-08,424
Nauru,2020-01-20,400
Myanmar,2020-01-09,113
Senegal,2020-01-30,444
New Zealand,2020-01-15,480
Namibia,2020-01-08,415
Serbia and Montenegro,2020-01-26,207
South Georgia and the South Sandwich Islands,2020-01-19,57
Botswana,2020-01-15,261
Samoa,2020-01-28,88
Afghanistan,2020-01-28,72
Saint Pierre and Miquelon,2020-01-04,488
Swaziland,2020-01-20,203
Saint Helena,2020-01-20,203
French Guiana,2020-01-08,260
Antarctica,2020-01-21,90
Nigeria,2020-01-02,303
Sao Tome and Principe,2020-01-29,447
RWANDA,2020-01-08,238
Oman,2020-01-13,146
Guernsey,2020-01-15,407
Cayman Islands,2020-01-31,140
Antarctica,2020-01-13,297
Cameroon,2020-01-09,45
Martinique,2020-01-26,243
"Tanzania, United Republic of",2020-01-15,203
Mozambique,2020-01-05,89
Kazakhstan,2020-01-28,500
Suriname,2020-01-24,172
Yemen,2020-01-03,415
Saint Kitts and Nevis,2020-01-29,394
Yemen,2020-01-16,422
Albania,2020-01-29,230
United States Minor Outlying Islands,2020-01-23,470
