Song,Date,Number of Plays
Mbabane,2020-03-29,968
Kolkata,2020-02-13,804
Rio Branco,2020-02-20,1548
Vancouver,2020-04-19,330
Yamoussoukro,2020-01-12,300
Baghdad,2020-05-03,623
Banda Aceh,2020-03-21,1408
Baku,2020-02-10,1508
Bangkok,2020-02-06,1514
Sapporo,2020-02-08,258
Honiara,2020-01-27,540
Washington,2020-05-23,1623
Zanzibar City,2020-02-23,1077
Dubai,2020-01-29,324
Belém,2020-01-11,634
Calama,2020-04-29,1407
Banda Aceh,2020-04-08,1778
Bulawayo,2020-01-29,1513
Hyderabad,2020-01-19,1625
The Hague,2020-04-25,625
Cape Town,2020-05-22,308
Fort-de-France,2020-03-20,645
Barcelona,2020-01-04,1311
Leipzig,2020-02-18,181
Tallinn,2020-02-06,1886
Port Louis,2020-05-16,1516
Stepanakert,2020-04-03,1350
Wuhan,2020-05-04,274
Bulawayo,2020-01-08,604
Hiroshima,2020-02-24,350
Santiago,2020-05-27,311
Namangan,2020-03-27,852
City of Halifax,2020-03-27,1829
Casablanca,2020-03-22,996
Port Hedland,2020-01-19,539
Xi'an,2020-03-26,1916
Minsk,2020-02-08,146
Praia,2020-05-31,244
El Aaiún,2020-05-11,595
Charlotte,2020-01-12,201
Sana'a,2020-05-01,1525
Sydney,2020-01-05,1804
Las Palmas de Gran Canaria,2020-01-04,1276
Padang,2020-05-29,193
Thiès,2020-05-12,1332
Makassar,2020-02-26,1069
Vatican City,2020-01-15,1324
Gothenburg,2020-01-29,452
Austin,2020-03-29,942
Johannesburg,2020-04-14,1103
Dededo,2020-04-18,586
Liverpool,2020-02-04,226
Rabat,2020-03-07,542
Koulikoro,2020-01-10,1113
Nanning,2020-05-25,1758
Brikama,2020-02-17,858
Dubai,2020-02-25,1310
Rome,2020-05-08,626
Newcastle,2020-03-19,266
Huế,2020-04-03,1589
Valparaíso,2020-05-05,1007
Shanghai,2020-04-29,1371
Bandar Seri Begawan,2020-02-10,1253
Cartagena,2020-03-26,608
Amsterdam,2020-05-30,921
Livingstone,2020-03-02,123
Lhasa,2020-05-25,1398
Rio Branco,2020-05-05,1949
Enugu,2020-02-19,1129
Naypyidaw,2020-05-15,1186
Gdańsk,2020-04-04,399
Johor Bahru,2020-05-23,1192
Ponta Delgada,2020-03-23,107
Quebec City,2020-05-05,1290
Ilhéus,2020-05-16,103
Havana,2020-01-17,527
Nouméa,2020-02-23,1715
Tianjin,2020-01-01,1978
Francistown,2020-05-18,835
Dalian,2020-05-15,1271
Durango,2020-03-13,200
San Juan,2020-03-08,1697
Kaohsiung,2020-05-31,1373
Port Moresby,2020-01-27,1134
Iqaluit,2020-04-29,722
Santo Domingo,2020-02-04,339
Ibiza,2020-04-04,1920
Detroit,2020-01-24,234
Abuja,2020-05-29,651
Kota Bharu,2020-05-19,727
Recife,2020-01-23,1825
Tegucigalpa,2020-05-12,1581
Pristina,2020-02-18,772
Surat,2020-01-23,1437
St. George's,2020-03-21,1923
Greenwich,2020-01-08,1739
Seattle,2020-04-08,1684
Harare,2020-03-20,378
Simferopol,2020-04-22,1847
Tartu,2020-04-04,1907
Taichung,2020-01-04,1821
Toronto,2020-01-20,1171
Brisbane,2020-02-08,1494
Lima,2020-04-05,1872
Caracas,2020-01-27,213
Milan,2020-03-28,803
Punta Arenas,2020-05-02,1150
Hat Yai,2020-03-27,1366
Louisville,2020-05-30,1972
Portland,2020-01-12,639
Nassau,2020-04-07,643
Porto Alegre,2020-02-25,1303
Glasgow,2020-01-01,875
Mérida,2020-04-05,1106
Minneapolis,2020-03-16,1561
Norilsk,2020-01-07,224
Split (city),2020-03-28,620
Sarajevo,2020-03-23,351
Tegucigalpa,2020-05-12,1140
Las Palmas de Gran Canaria,2020-04-30,1032
Pittsburgh,2020-05-18,119
Kolkata,2020-05-28,1599
Hiroshima,2020-05-04,971
Djibouti (city),2020-02-03,1287
Longyearbyen,2020-03-02,1843
Mersin,2020-02-04,683
Marrakech,2020-05-04,603
Espoo,2020-05-04,673
Surat,2020-02-05,236
Maceió,2020-03-20,1576
Casablanca,2020-05-19,215
Palikir,2020-03-04,203
Kigali,2020-03-07,1331
Gold Coast,2020-03-06,219
Chicago,2020-02-01,147
Lahore,2020-04-14,1083
Angra do Heroísmo,2020-05-20,264
Kraków,2020-05-31,1950
Miami,2020-04-28,186
Khartoum,2020-04-22,744
Dhaka,2020-03-04,489
Banjul,2020-02-10,1033
Columbus,2020-01-25,1750
Wuhan,2020-01-03,443
Palikir,2020-05-02,1403
Malmö,2020-02-27,575
Magadan,2020-05-01,987
Fort-de-France,2020-01-22,1050
Belfast,2020-02-21,1508
Dar es Salaam,2020-03-31,209
Juneau,2020-05-18,339
Cannes,2020-04-01,1716
Seoul,2020-02-12,1357
Tabriz,2020-02-15,1326
Iqaluit,2020-05-29,849
Wollongong,2020-05-07,754
Port Vila,2020-01-07,954
Cologne,2020-03-06,1450
Geneva,2020-01-03,117
Brikama,2020-02-13,1411
Tianjin,2020-04-08,747
Riverside,2020-02-22,1289
La Serena,2020-02-15,1566
Makassar,2020-03-16,1767
Dili,2020-04-18,1487
Hanga Roa,2020-04-21,546
Belém,2020-02-12,710
Istanbul,2020-02-16,1061
San José,2020-04-13,1810
Valencia,2020-02-20,355
Alor Star,2020-01-31,1082
Antofagasta,2020-03-16,320
Wonsan,2020-02-02,356
Francistown,2020-03-16,1447
Surat,2020-04-14,304
Port Said,2020-03-02,1535
Omdurman,2020-01-18,1855
Málaga,2020-02-14,1126
Makassar,2020-01-19,1693
Oranjestad,2020-02-12,350
Serekunda,2020-02-24,1036
Budapest,2020-02-23,761
Hiroshima,2020-03-31,1709
Bergen,2020-01-17,1571
Sapporo,2020-03-28,1613
Whitehorse,2020-01-22,619
Iqaluit,2020-03-27,1471
Campinas,2020-02-04,213
Ibadan,2020-03-23,1795
Yaren District,2020-02-03,1692
Moscow,2020-05-09,182
Maseru,2020-04-18,1222
Washington,2020-01-29,380
Seville,2020-05-26,1193
Basse-Terre,2020-05-27,1948
Faisalabad,2020-01-13,431
Quetzaltenango,2020-03-03,656
Lahore,2020-03-04,1531
Oranjestad,2020-03-07,1448
Honolulu,2020-01-26,1761
Abuja,2020-03-06,458
Dar es Salaam,2020-03-16,1509
Omsk,2020-05-06,305
Barranquilla,2020-03-10,949
Nantes,2020-05-04,1583
Assis,2020-02-09,1740
Dili,2020-02-15,817
Manila,2020-02-14,825
Wuhan,2020-04-12,165
Minneapolis,2020-02-16,1206
Jersey City,2020-05-25,154
Abidjan,2020-03-10,1604
Peshawar,2020-01-20,378
Wuhan,2020-01-31,121
Baku,2020-02-14,1431
Mamoudzou,2020-04-27,335
Andorra la Vella,2020-05-21,517
Monrovia,2020-05-06,220
Melekeok,2020-05-21,137
Raleigh,2020-01-02,838
Kansas City,2020-01-24,1387
Cape Town,2020-05-14,712
Auckland,2020-01-15,1265
Taipei,2020-03-05,631
South Tarawa,2020-05-29,978
Khartoum,2020-05-06,561
Honolulu,2020-01-17,1007
Banda Aceh,2020-02-03,965
Lilongwe,2020-05-12,1271
Hai Phong,2020-02-23,726
Saint Petersburg,2020-01-19,941
Dhaka,2020-05-21,1663
Huế,2020-01-06,1025
Sukhumi,2020-05-04,1296
Assis,2020-04-15,1551
Addis Ababa,2020-04-23,1177
Saint-Pierre,2020-04-12,944
Nagoya,2020-02-02,240
Addis Ababa,2020-01-20,224
City of Halifax,2020-02-14,127
Kinshasa,2020-04-19,471
Port Blair,2020-03-02,220
Andorra la Vella,2020-05-27,500
Tórshavn,2020-02-03,572
Port Louis,2020-04-27,1089
Regina,2020-04-02,1683
Nashville,2020-04-11,1303
Maseru,2020-01-22,1841
Ndola,2020-04-27,1249
Quito,2020-01-10,1376
Rawalpindi,2020-02-07,609
Hanga Roa,2020-02-23,685
Nassau,2020-04-23,176
Houston,2020-05-17,1852
Tijuana,2020-01-30,1731
Palikir,2020-03-30,404
Riga,2020-04-29,1840
Nicosia,2020-05-31,1841
Boa Vista,2020-04-07,1664
Santa Cruz de la Sierra,2020-02-24,1723
Yellowknife,2020-05-22,1852
Stuttgart,2020-05-16,1039
Lobamba,2020-05-29,1640
Port of Spain,2020-02-09,452
Cockburn Town,2020-02-06,953
Liverpool,2020-04-05,1098
Forked River,2020-03-02,195
Da Nang,2020-03-16,1588
Kobe,2020-01-31,915
Lisbon,2020-01-05,151
Angra do Heroísmo,2020-01-11,973
Odessa,2020-02-27,931
Bangui,2020-03-27,1374
Macapá,2020-01-24,609
Mexico City,2020-04-15,1787
Mashhad,2020-02-05,265
Banda Aceh,2020-03-22,1657
Punta Arenas,2020-03-29,1880
Tunis,2020-03-24,797
Cleveland,2020-05-12,1635
Monterrey,2020-04-22,816
Tskhinvali,2020-05-09,548
Busan,2020-05-14,141
Palikir,2020-04-10,498
Gdańsk,2020-03-15,859
Cincinnati,2020-02-29,1581
Raleigh,2020-04-28,1278
Belém,2020-03-27,1005
Kuwait City,2020-05-15,1973
Auckland,2020-01-28,643
Singapore,2020-03-07,1418
Charlottetown,2020-02-15,1292
Kawasaki,2020-04-08,1333
Wuhan,2020-02-12,1335
Tbilisi,2020-05-20,186
St. George's,2020-02-18,1429
Kuwait City,2020-04-08,1055
Dar es Salaam,2020-02-23,1416
Shigatse,2020-04-15,772
Johor Bahru,2020-04-05,202
Amritsar,2020-02-29,281
Mata-Utu,2020-01-13,1391
Ushuaia,2020-05-27,1791
Chicago,2020-04-04,1733
Tashkent,2020-05-07,1604
Hanga Roa,2020-04-07,213
Ilhéus,2020-05-11,239
Nouméa,2020-01-09,1743
Jeddah,2020-01-06,968
São Tomé,2020-04-16,1951
Zürich,2020-02-10,695
Espoo,2020-03-21,1589
Minsk,2020-04-09,1546
Bissau,2020-02-29,375
Ankara,2020-03-07,861
Yekaterinburg,2020-05-21,573
Phoenix,2020-01-01,1421
South Tarawa,2020-01-30,446
Douglas,2020-02-21,438
Ahmedabad,2020-01-23,1850
Dunedin,2020-03-16,1428
Salzburg,2020-03-15,1573
Baghdad,2020-02-06,1533
Khartoum,2020-03-02,1288
Antofagasta,2020-05-29,235
Havana,2020-04-18,1628
Calama,2020-01-14,1189
Jakarta,2020-01-11,1101
Hong Kong,2020-01-13,1045
Banda Aceh,2020-03-25,1667
Surat,2020-01-31,662
Udon Thani,2020-01-17,1506
Padang,2020-03-23,1570
Jacksonville,2020-01-08,1164
Mumbai,2020-03-22,1569
Las Vegas,2020-04-07,311
N'Djamena,2020-01-26,1878
Warsaw,2020-03-15,1289
Patna,2020-01-12,1079
San José,2020-04-06,892
Saint John,2020-02-26,1840
Memphis,2020-03-07,1802
Liverpool,2020-02-15,428
Chongjin,2020-04-27,230
Cannes,2020-04-07,603
Antofagasta,2020-01-31,1692
Istanbul,2020-04-02,723
Forked River,2020-04-24,1685
Port-au-Prince,2020-03-14,112
Portland,2020-04-02,1116
Mecca,2020-04-18,159
Moscow,2020-01-19,991
Belgrade,2020-02-04,1681
Dhaka,2020-02-11,562
San Juan,2020-04-10,176
Birmingham,2020-05-05,597
Malé,2020-01-23,1104
Brisbane,2020-01-18,1387
Tunis,2020-01-13,1422
Zanzibar City,2020-03-11,899
Surabaya,2020-04-24,1765
Mecca,2020-05-08,283
Charlotte,2020-04-06,171
Calgary,2020-03-11,772
Iquitos,2020-04-27,492
Vladivostok,2020-05-24,1832
Mendoza,2020-05-05,228
Yamoussoukro,2020-03-07,1564
Simferopol,2020-04-25,754
Columbus,2020-03-13,123
Tianjin,2020-05-08,153
San Juan,2020-05-21,1006
Padang,2020-01-09,1288
Malabo,2020-05-23,541
Mexicali,2020-05-31,1941
Caracas,2020-05-03,904
Casablanca,2020-05-13,872
Harare,2020-03-07,973
Tampa,2020-03-18,722
Jamestown,2020-05-02,705
Brikama,2020-03-19,1812
Ludhiana,2020-01-04,1313
Townsville,2020-03-27,1337
Phuket (city),2020-04-25,949
Gaborone,2020-05-11,1019
Jakarta,2020-02-11,1581
Dammam,2020-01-15,1295
Antananarivo,2020-02-01,549
Bridgetown,2020-04-24,850
Kinshasa,2020-02-18,671
Washington,2020-04-23,1772
Manama,2020-03-21,1752
Nicosia,2020-03-30,238
Durango,2020-01-14,1782
Amman,2020-03-22,1735
El Aaiún,2020-03-10,536
Yogyakarta (city),2020-04-20,1071
Chaguanas,2020-02-27,608
Nakhon Ratchasima,2020-01-15,664
Lviv,2020-02-17,1593
Recife,2020-02-04,1875
Novosibirsk,2020-02-26,1930
Jayapura,2020-05-20,1374
Whitehorse,2020-02-14,814
Pontianak,2020-01-19,712
South Tarawa,2020-04-02,1470
Vancouver,2020-04-14,538
Bangkok,2020-01-28,716
Port Moresby,2020-05-17,1918
Nicosia,2020-05-15,1456
Chicago,2020-01-22,486
Koulikoro,2020-01-29,551
Port of Spain,2020-01-18,341
Ludhiana,2020-02-28,1342
Lomé,2020-04-28,421
Leeds,2020-05-24,927
Addis Ababa,2020-01-06,1414
Bucharest,2020-04-20,1979
Tianjin,2020-05-23,347
Dededo,2020-04-11,307
Maceió,2020-02-25,1151
Vientiane,2020-03-05,1968
Los Angeles,2020-05-31,187
Port Moresby,2020-01-20,1643
St. Louis,2020-01-31,1518
Turin,2020-02-18,204
Luxembourg (city),2020-03-12,1213
Durban,2020-03-23,982
Shijiazhuang,2020-04-14,1432
Singapore,2020-02-21,912
Shillong,2020-04-19,1212
Almaty,2020-04-30,1668
Sri Jayawardenapura-Kotte,2020-05-15,437
Chihuahua,2020-01-19,1310
Surat Thani,2020-01-19,1515
Boston,2020-05-30,1227
San José,2020-02-03,633
Glasgow,2020-02-16,795
Phnom Penh,2020-03-18,1853
Johor Bahru,2020-01-28,1619
Phuket (city),2020-03-12,572
Muscat,2020-05-11,1700
Avarua,2020-03-03,1702
Rotterdam,2020-02-01,766
Hyderabad,2020-03-20,910
Cannes,2020-01-11,1833
Asunción,2020-05-23,703
Mata-Utu,2020-02-09,1019
Medellín,2020-04-04,1572
Dresden,2020-05-14,1566
Praia,2020-02-19,362
Incheon,2020-02-08,1387
Buffalo,2020-02-26,907
Rio Branco,2020-04-18,184
Paramaribo,2020-04-09,771
Frankfurt,2020-05-18,1969
Brikama,2020-04-30,206
Aberdeen,2020-02-25,1895
Abu Dhabi,2020-04-07,861
Naypyidaw,2020-02-25,1388
Leeds,2020-05-13,781
Baghdad,2020-04-22,195
Hilo,2020-04-02,1043
Blantyre,2020-04-29,543
Accra,2020-05-16,680
Gold Coast,2020-05-07,886
Murmansk,2020-04-27,363
Djibouti (city),2020-02-02,1850
Osaka,2020-05-18,979
Freetown,2020-05-01,1593
Tórshavn,2020-04-10,676
Sapporo,2020-01-04,689
Hyderabad,2020-02-17,1205
Xi'an,2020-03-02,561
Harbin,2020-02-15,1455
Srinagar,2020-04-08,1675
Nagoya,2020-04-07,404
Nairobi,2020-01-01,1173
Kabul,2020-05-08,698
Aberdeen,2020-05-22,1356
Johor Bahru,2020-04-18,1433
Ndola,2020-03-08,643
Jayapura,2020-02-25,1253
Bergen,2020-03-13,1341
Nanning,2020-01-10,1003
Rabat,2020-01-26,1122
Labasa,2020-01-19,1303
Bulawayo,2020-01-28,899
Doha,2020-03-07,1598
Apia,2020-03-03,1534
Bratsk,2020-01-12,505
Chaguanas,2020-02-24,977
Medina,2020-02-07,896
Philadelphia,2020-02-07,555
Virginia Beach,2020-03-10,1267
Lucknow,2020-04-06,1472
Quebec City,2020-02-02,1831
Abidjan,2020-04-28,148
Muscat,2020-05-14,1035
Chongjin,2020-05-23,1724
Charlotte Amalie,2020-03-10,599
Aarhus,2020-01-03,1641
Edmonton,2020-04-05,1148
Tampa,2020-05-14,1154
Bulawayo,2020-01-09,150
Valencia,2020-01-14,979
Warsaw,2020-02-24,985
Wuhan,2020-03-22,1359
Bergen,2020-01-14,1339
Kigali,2020-02-09,377
Nice,2020-01-03,1093
Milwaukee,2020-05-03,1156
Pago Pago,2020-01-23,1931
Ashgabat,2020-02-08,516
Kandahar,2020-03-15,1157
Saskatoon,2020-05-02,237
Tokyo,2020-02-16,312
Kunming,2020-04-10,444
Yamoussoukro,2020-02-01,1070
Medan,2020-01-19,141
Malmö,2020-05-24,1246
Bujumbura,2020-04-03,140
Mérida,2020-05-08,1454
Vancouver,2020-03-19,770
Portland,2020-02-16,1464
Nukuʻalofa,2020-05-03,1058
Yerevan,2020-03-23,862
Gdańsk,2020-02-02,154
Virginia Beach,2020-04-23,1866
Bandung,2020-04-03,1698
Quezon City,2020-01-07,1467
Taipei,2020-05-05,1535
Ottawa,2020-04-08,936
Kaesong,2020-04-22,1818
Whitehorse,2020-05-23,1779
Paris,2020-04-24,744
Málaga,2020-04-17,694
Dakar,2020-04-27,1998
Rabat,2020-02-09,816
Anadyr (town),2020-05-25,1408
Ankara,2020-02-06,1997
Hamilton,2020-01-22,291
Omsk,2020-02-14,607
Sana'a,2020-03-05,921
Labasa,2020-05-02,1831
Glasgow,2020-01-17,1343
Banda Aceh,2020-03-24,1943
San Juan,2020-03-07,133
Birkirkara,2020-05-09,393
Okinawa,2020-02-09,947
Bishkek,2020-02-18,847
Belize City,2020-01-22,655
Tampere,2020-01-21,1565
Bandar Seri Begawan,2020-02-08,1033
Lisbon,2020-02-26,838
Zürich,2020-04-22,1750
Detroit,2020-03-24,463
Dededo,2020-01-19,393
Durban,2020-01-09,1166
Djibouti (city),2020-03-29,929
Virginia Beach,2020-05-02,1139
Rio de Janeiro,2020-04-06,695
Andorra la Vella,2020-01-29,892
Manzini,2020-05-25,1217
Gibraltar,2020-04-21,1786
Odessa,2020-04-25,1144
Austin,2020-03-04,119
Lahore,2020-04-03,101
Gaborone,2020-02-18,696
Auckland,2020-01-05,586
Lobamba,2020-01-27,567
Chişinău,2020-05-04,418
Shillong,2020-05-10,786
Rawalpindi,2020-02-22,1967
Yaoundé,2020-02-21,1017
Ottawa,2020-02-28,1607
Dublin,2020-03-30,714
Kawasaki,2020-04-26,1564
Pattaya,2020-02-26,901
Memphis,2020-05-04,1101
Fort-de-France,2020-01-19,497
Hong Kong,2020-02-22,730
Chişinău,2020-02-21,440
Aberdeen,2020-03-14,306
Auckland,2020-03-02,803
Manama,2020-04-27,1709
Dededo,2020-03-07,1959
Port Said,2020-05-07,1545
Bahía Blanca,2020-04-06,267
Pago Pago,2020-03-12,1556
Mumbai,2020-02-18,668
Kunming,2020-04-27,1372
Kingston,2020-04-12,1801
Astana,2020-03-04,1646
Tokyo,2020-03-08,278
Helsinki,2020-05-10,1675
Honolulu,2020-05-17,1097
San Francisco,2020-04-09,1162
Djibouti (city),2020-03-18,1866
Madrid,2020-03-11,1252
Charlottetown,2020-03-29,1328
Yerevan,2020-02-05,831
Chongjin,2020-03-18,910
Dalian,2020-05-06,1653
Sacramento,2020-02-02,1030
Dalian,2020-01-31,1726
Ashgabat,2020-05-24,1399
Darwin,2020-03-17,1520
Ibadan,2020-05-09,387
Denver,2020-02-05,1173
Harbin,2020-04-11,1460
Guatemala City,2020-05-26,1218
Munich,2020-03-29,1036
Amritsar,2020-02-16,1141
Bissau,2020-01-09,1022
Perth,2020-03-13,1961
Moroni,2020-05-02,1943
Ashgabat,2020-05-16,1509
Maseru,2020-02-01,1644
Aarhus,2020-04-06,544
Düsseldorf,2020-01-04,1467
Port Hedland,2020-04-21,554
San Antonio,2020-03-28,797
Magadan,2020-03-29,835
Adamstown,2020-05-29,1441
Nagpur,2020-02-11,1550
Kolkata,2020-01-17,996
Petropavlovsk-Kamchatsky,2020-01-31,1368
Skopje,2020-05-18,708
Helsinki,2020-04-23,1680
Amritsar,2020-01-31,351
Tijuana,2020-01-10,1243
Francistown,2020-01-19,1180
Brussels,2020-05-26,786
Bratislava,2020-01-05,1594
San Francisco,2020-05-10,654
Medan,2020-01-10,1803
Busan,2020-03-18,584
Vladivostok,2020-01-14,1958
Konya,2020-03-11,954
Ho Chi Minh City,2020-05-13,1939
San José,2020-02-19,158
Vladivostok,2020-05-13,1891
San Diego,2020-02-26,1201
Malé,2020-04-10,907
Paramaribo,2020-01-28,1414
Patna,2020-05-25,1529
Macau,2020-05-15,1518
Lahore,2020-02-04,1599
Belgrade,2020-04-17,1611
Kandahar,2020-03-01,1994
Phnom Penh,2020-02-07,1030
Guadalajara,2020-02-21,832
Dallas,2020-01-17,1019
Las Palmas de Gran Canaria,2020-02-03,1958
Bloemfontein,2020-05-07,360
Santa Cruz de Tenerife,2020-05-01,1139
Tijuana,2020-04-02,566
South Tarawa,2020-05-11,810
Guangzhou,2020-02-14,1375
Cleveland,2020-02-17,1162
Kandy,2020-01-12,1814
Assis,2020-04-27,960
Bangalore,2020-05-23,1825
Madrid,2020-01-23,1595
Hobart,2020-02-16,820
Osaka,2020-02-23,1565
Adelaide,2020-04-16,1037
Santiago,2020-04-13,1767
Saint John,2020-04-12,1523
Cairo,2020-05-23,753
Chongqing,2020-02-24,400
Douala,2020-04-19,547
City of Halifax,2020-04-11,135
Charlotte Amalie,2020-04-27,792
Iquitos,2020-05-23,1113
Durban,2020-04-20,368
Almaty,2020-05-05,1902
Milan,2020-02-16,933
Cockburn Town,2020-01-17,1836
Serekunda,2020-01-17,1343
Barranquilla,2020-02-04,239
Dili,2020-03-14,406
Anadyr (town),2020-05-03,1060
Kano,2020-03-11,1836
Forked River,2020-05-20,172
Saint-Denis,2020-01-06,1427
Invercargill,2020-02-04,338
Hiroshima,2020-01-26,117
Taipei,2020-03-07,973
Luanda,2020-04-20,343
Avarua,2020-04-10,996
Copenhagen,2020-02-15,975
Leeds,2020-02-24,288
Bandar Seri Begawan,2020-05-04,1917
Malang,2020-05-01,1693
Cork (city),2020-01-27,308
Pattaya,2020-01-25,1615
Handan,2020-05-16,450
Mecca,2020-01-22,527
Recife,2020-01-06,1824
Mata-Utu,2020-04-22,1517
Kharkiv,2020-02-07,1771
Wollongong,2020-05-09,1960
Marrakech,2020-04-24,266
Greenwich,2020-05-24,424
Birkirkara,2020-05-08,904
Townsville,2020-03-11,912
San Salvador,2020-02-22,1899
Dallas,2020-01-25,471
Libreville,2020-01-14,1227
Abu Dhabi,2020-04-08,219
Colombo,2020-05-09,1017
Charlottetown,2020-01-02,1840
Ilhéus,2020-01-21,801
Makati City,2020-01-27,1841
Dresden,2020-04-02,1807
Cartagena,2020-02-27,1432
Kandahar,2020-05-06,1367
Mexicali,2020-04-26,580
La Serena,2020-04-12,629
Shigatse,2020-03-17,1701
Surabaya,2020-01-24,934
Freetown,2020-04-28,394
Guangzhou,2020-01-23,1933
Abu Dhabi,2020-04-02,302
Ibadan,2020-04-10,307
Okinawa,2020-03-21,1345
Gaborone,2020-02-14,1780
Tartu,2020-01-21,329
Thiès,2020-04-16,271
Hanover,2020-04-10,428
Johannesburg,2020-03-15,1135
Malmö,2020-05-16,878
Chişinău,2020-02-24,1448
Iquique,2020-05-06,509
Memphis,2020-01-23,435
Tucson,2020-02-16,394
Taiyuan,2020-01-16,1382
Jamestown,2020-01-03,472
Vladivostok,2020-03-27,1400
Amritsar,2020-04-24,586
Ilhéus,2020-01-14,1744
Yokohama,2020-03-11,1921
Mandurah,2020-02-03,1396
Rockhampton,2020-05-27,546
Ürümqi,2020-02-16,935
Cairo,2020-02-08,1364
Kolkata,2020-03-24,635
Saskatoon,2020-01-08,328
New Orleans,2020-05-27,625
Leeds,2020-01-20,1321
Kandy,2020-02-18,826
Wonsan,2020-04-20,1634
Muscat,2020-03-12,652
Mumbai,2020-03-04,862
Bern,2020-05-08,1338
Bangalore,2020-03-30,1987
Anchorage,2020-01-16,138
Yogyakarta (city),2020-04-30,1643
Fredericton,2020-03-11,1443
Pune,2020-04-01,1151
São Paulo,2020-03-16,434
Belgrade,2020-03-06,1577
Calama,2020-05-09,625
Cusco,2020-03-14,361
Thessaloniki,2020-04-27,351
Horta (Azores),2020-02-19,889
Atlanta,2020-04-23,1981
Tunis,2020-02-26,197
Magadan,2020-04-11,1068
Da Nang,2020-02-16,421
Banjul,2020-03-16,1279
Bucharest,2020-01-12,1195
Ljubljana,2020-02-20,1756
San Diego,2020-04-03,1946
Aberdeen,2020-03-27,702
Hobart,2020-01-30,859
Porto,2020-01-03,750
Manila,2020-03-22,1203
Da Nang,2020-03-16,1195
Chihuahua,2020-01-06,1518
Chittagong,2020-04-09,322
Hanga Roa,2020-04-18,1287
Stepanakert,2020-01-23,138
Yerevan,2020-05-08,563
Casablanca,2020-05-18,1580
Jakarta,2020-05-26,1989
Dibrugarh,2020-02-17,1908
El Paso,2020-05-28,1975
Belize City,2020-01-16,549
Multan,2020-05-24,760
City of Halifax,2020-04-03,1391
Reykjavík,2020-01-19,1376
Enugu,2020-04-02,1541
Iquitos,2020-03-16,1640
Cork (city),2020-01-07,162
Odessa,2020-01-08,1465
Marseille,2020-04-28,295
Lhasa,2020-05-25,1587
George Town,2020-04-01,1689
Qingdao,2020-03-07,1223
Kuching,2020-05-12,1307
Dar es Salaam,2020-04-28,1534
Santo Domingo,2020-01-07,1956
Harbin,2020-04-07,1279
Istanbul,2020-03-05,799
Mogadishu,2020-05-06,803
Perth,2020-01-14,1036
Serekunda,2020-05-03,1088
Pontianak,2020-01-12,1950
Honiara,2020-04-08,428
Lilongwe,2020-04-17,971
Dallas,2020-01-11,1240
Basra,2020-02-01,658
Baku,2020-05-10,132
Hobart,2020-02-09,1549
Magadan,2020-05-26,837
Fortaleza,2020-01-04,590
Louisville,2020-03-20,996
Quezon City,2020-03-19,1022
Kaesong,2020-03-20,1043
Malmö,2020-03-28,1779
Los Angeles,2020-05-29,325
Malacca Town,2020-04-26,1302
Hai Phong,2020-03-21,474
Ludhiana,2020-01-05,370
Porto Velho,2020-04-27,1722
Tucson,2020-02-08,1501
Bogotá,2020-02-24,965
Cork (city),2020-05-28,1469
Harare,2020-03-17,218
São Paulo,2020-01-24,1364
Multan,2020-03-02,567
Dallas,2020-01-30,1487
Durango,2020-01-25,1093
Chicago,2020-02-24,1891
Daegu,2020-03-26,1392
La Paz,2020-04-04,1552
Luxor,2020-04-18,626
Doha,2020-04-03,974
Malmö,2020-01-22,342
Tampere,2020-03-26,425
Malang,2020-02-28,1244
Hagåtña,2020-05-19,1268
Dunedin,2020-05-28,1608
Dili,2020-04-05,1960
Fairbanks,2020-04-08,1160
Sitka,2020-03-05,416
Accra,2020-05-01,576
The Valley,2020-02-01,1114
Douglas,2020-02-20,593
Melbourne,2020-04-12,1382
Ankara,2020-01-25,1182
Boa Vista,2020-04-06,1542
Port Hedland,2020-03-29,859
Multan,2020-02-06,1762
Leipzig,2020-03-31,377
Yamoussoukro,2020-05-27,582
Veracruz,2020-03-16,1339
Khartoum,2020-01-21,789
Quezon City,2020-04-19,473
Saint-Pierre,2020-05-26,1695
Papeete,2020-01-15,988
Simferopol,2020-01-03,1222
Linz,2020-03-23,259
Charlottetown,2020-01-08,266
Ljubljana,2020-05-06,1003
Pretoria,2020-04-22,1627
Minsk,2020-05-14,1612
Nukulaelae,2020-05-09,1386
Luxembourg (city),2020-02-14,441
Mendoza,2020-02-15,735
Phoenix,2020-02-04,1307
Split (city),2020-03-27,315
Manaus,2020-01-01,334
Taiyuan,2020-02-27,846
San Antonio,2020-02-10,433
Yangon,2020-04-15,315
Minsk,2020-01-16,817
Lucknow,2020-03-14,1288
Kingston,2020-05-20,471
Kanpur,2020-01-25,1707
Brisbane,2020-05-18,1156
Columbus,2020-05-22,1792
Zagreb,2020-02-14,961
Oslo,2020-03-17,1390
Asunción,2020-03-12,1239
Nanning,2020-04-17,1840
Ljubljana,2020-02-21,1413
Stockholm,2020-01-18,216
Anadyr (town),2020-04-21,1173
St. George's,2020-04-24,1533
Córdoba,2020-04-14,567
Vaduz,2020-02-21,999
Greenwich,2020-01-03,297
Milan,2020-04-22,1033
Kingstown,2020-05-14,292
Amman,2020-04-06,141
City of Halifax,2020-04-27,619
